content,score,label
Speed stabil sesuai paket,4,1
Terjadi sering gangguan jaringan tidak stabil dab sering lemot .... Jika untuk kalbar pintianak utara siantan tengah Mohon untuk segera di tinjau karna untuk pembayaran saya tidak pernah melewati batas tunggakan mohon untuk penanganannya ....,2,0
"Aplikasi nya bug terus, serung FC sendiri .. sekarang pun gak bisa dibuka",1,0
Aplikasi mudah digunakan. Lapor gangguan via aplikasi myindihome sangat fast respon dan tepat waktu.,5,1
Mantap,5,1
Oke baik 100% di lokasi saya tanpa kendala sedikitpun,5,1
"Ini aplikasi hanya untuk nampilin jumlah tagihan doang, pas mau submit komplen masalah mah kagak bisa. Gk guna aplikasi. Bayar tagihan juga gk lewat aplikasi Indihome",1,0
Bagus,5,1
Jaringan tolol aplikasi juga tolol kebanyakan makan gaji buta,1,0
"Cs nya super duler slooooow respon. Padahal bren gede, tpi bisa gtu pelayanan nya. Ngentengin. Kalo ga pecus update APK ya ga usah di update boss, percuma, ga bikin bagus malah memperburuk keadaan luu, makin mines. - ⭐",1,0
Nice,5,1
Good,5,1
aplikasi sampah,1,0
Good job,5,1
cukup,4,1
Mantap,5,1
Tidak bisa menukarkan poin tolong di perbaiki Terima kasih,5,0
Minimal ga dendalah udah lemot denda,1,0
Indihome Internet jossss,5,1
Cukup lumayan membantu,5,1
Berkali kali masukan kode pemulihan gagal,1,0
"layanan indihome memang paling top dibanding provider lainya,keren deh buat indihome",5,1
"Aplikasi aneh konyol, lemot, lu kenapa si !",1,0
Buruk..tidak mau terbuka..,1,0
Goodd,5,1
"Aplikasi lancar, banyak penawaran menarik dan banyak chaneltv favorit tentunya dengan kualitas yang terbaik!!!",5,1
Tingkatkan lagi server internet,5,1
gak bisa login,1,0
Lebih mudah dalam mencari informasi di dunia,5,1
Sering update,5,0
Saya seorang tunanetra Tapi sayangnya paket difabel sudah tidak ada lagi sehingga saya tidak dapat menikmati internet indihome dengan harga khusus semoga untuk tahun berikutnya paket difabel diadakan lagi supaya setiap pengguna khususnya difabel bisa menikmati akses internet dengan mudah dan tentunya biaya ringan,5,0
Aplikasi LEMOT !!!,1,0
bagus,5,1
Pokoke mantap teknisi slalu siap kapanpun dibutuhkan,5,1
Aplikasinya lemot,1,0
"Sepertinya aplikasi ini kurang bermanfaat, mau buat pengaduan layanan susah, alasannya ""kami sedang melakukan peningkatan layanan"" tapi ditunggu2 gak ada yg meningkat layanannya,, niat download aplikasi biar mempermudah malah jadi mempersulit",1,0
Ok stabil ditempat saya,5,1
"Payah, mau dipakai malah tiap dibuka belum sampai tampil semua sudah menutup, e-mail cs tidak dilayani tapi malah disuruh kembali pakai Aplikasi, Aplikasi tidak bisa dipakai, tidak ada solusi, muter-muter.",1,0
Terbaik,5,1
Good,5,1
Excellent,5,1
Buruk,1,0
"Kenapa sekarabg kuota fup up nya cuma sedikit ,kecepatan 30 mbps tapi kuota puf upnya sedijit cuma 500 gb ..padahal sebelumnya lebih 1 terabite ... Tolong dong pihak indihome .perbaiki sistemnya kenapa berubah . Agak kecewa sekarang .udah sering lemot lagi jaringannya ...",4,0
"Busuk banyak bug ,kalau masih belum ready production lebih baik jangan di upload",1,0
Internet terbaik,5,1
Ok banget,5,1
Penanganan gangguan cepat,5,1
aplikasi error mohon bantuannya,1,0
"Koneksi stabil, proses perbaikan cepat",5,1
"Apaan aplikasi berat, gak kebuka-buka",1,0
Mohon untuk jaringannya di stabilkan lagi,3,0
"Percuma ada aplikasi klo operator Lambat kerjanya,migrasi paket aja lama ngurusnya,Ngomong2 kerja operatornya ngapain aja???",1,0
Mantap,5,1
"Sebenarnya tujuan aplikasinya bagus, bisa kontrol penggunaan indihome. Sayang layanannya buruk. Loadingnya lama. 2x upgrade layanan speed on demand. Sudah bayar tapi gagal. Notifikasi ""Pembelian Paket Gagal Karena Jaringan tidak Mencukupi"". Tapi uang nggk kembali. Hiks..",1,0
"Jelek bgt ni aplikasi, gw download ni aplikasi cuma mau ngecek FUP doang , baru log in loading nya lama lemot bgt . Dari tahun 2022 sampe sekarang gak ada perubahan aplikasi nya . Kalian kekurangan programmer kah ?",1,0
Tidak bisa melakukan penukaran poin Indihome selalu gagal padahal jaringan bagus loading lama kali,1,0
boleh,5,1
Update apk terus tapi masuk apk nya aja susah🫣,1,0
"Pelayanan ribet, pake paket kombo. Tiba² paketnya kadaluarsa padahal habis bayar tagihan. Sumpah gue kecewa buanget 2 bulan di giniin.",2,0
"Oke,,",5,1
mantap,5,1
"Ternyata lbh enak jaringan telp jaman dulu drpd skrg pake router. Knp? Krn klo terjadi pemadaman listrik dirmh, telp jg ikut mati. Iya skrg org2 udh pake hp tp telp dirmh jg penting apalagi kebutuhan mendesak spt saat listrik padam. Hp lowbat, ga bisa ngecas. Telp rmh mati. Jd susah buat nelp. Kembalikan jaringan telp spt dulu lagi lah.",1,0
1000 poin dapet apa pak?minimal 2500,1,0
"Aplikasi myIndiHome semakin baik dari waktu ke waktu, fiturnya bertambah, berkembang & terus diupdate. Intinya aplikasi yang berguna & perlu. Tolong jangan biarkan jika terdapat kendala berlama-lama. Kita lihat bulan Januari tahun 2024 waktunya untuk mempertimbangkan pilihan. Terima kasih untuk notifikasi ""Activation add-on prepaid failed"" nya padahal program poin sudah lewat, terpaksa mengurangi bintang.",4,0
"Aplikasi saat ini sangat buruk, tidak dapat di buka, stiap update sllu gagal login. Sagat di sayangkan Perusahan besar yg d dukung BUMN puya kualitas yg sagat buruk untuk masyarakat.",1,0
"jaringan wifi jelek dr kmrn mlm smpe pagi gini,, bayar an malahn tapi makin kesini makin aneh",1,0
cepat dan tepat,5,1
Mastap,5,1
Buruk ga bisa login.,1,0
"Aplikasi sangat buruk, tidak bisa tukar point krn loading dan peningkatan layanan terus. Tolong diperbaiki app ini terkesan gimmick saja",1,0
njiss internet lemott bngett pdhl harganya mahall njiss njiss bngett gww njiss tolol gara² indohome mmk gw jadi feeder anj tolol,1,0
"Klo layanan atau internet, tv indihome lancar2 saja. Cuma yg sering ngehang cuma aplikasi myindihome nya aja, proses pengaduan lewat aplikasi myindihome g bisa",4,1
Good excellent mobile tv n internet,5,1
Oke,5,1
Bagus,4,1
Apk nya jd force close trus knp ya?,3,0
Jempol dah Abis,4,1
Internet baik ya indihome,5,1
"Layanan makin kacau , laporan maintenance ga guna udh seminggu slot penuh terus makin parah kualitas nya.",1,0
"Aplikasi gak berfungsi laporan gak di tanggapi tapi tau"" laporan selesai di perbaiki teknisi gak keliatan",5,0
Bagus,5,1
"tidak bisa login. minta pembaharuan sandi, sudah dirubah tp ttep ada peringatan kata sandi sudah pernah digunakan, padahal sudah kucoba 10X sandi berbeda dr yg biasa sampai yg rumit. ini kalau update ga ada perubahan yg buat nyaman, ngapain sih lu pake update segala. bikin aplikasi yg simpel aja biar ga kebanyakan BUG.",1,0
Jelek bgt aplikasinya wkwkwk ngakak bet....,1,0
Indihome makin baik,5,1
"Sumpah bikin kesel,jangan di download,gak bisa masuk,apk sampah",1,0
"Manfaat untuk kelancaran komunikasi, hiburan dan info sosmed",5,1
Mantap,5,1
Sangat sangat buruk,1,0
Pelayanan nya sangat baik dan memuaskan...,5,1
Pertahankan performanya.,5,1
good,5,1
tambah kesini makin mangtabs... g pernah kecewa pake IndiHome... tingkatkan terus ya mutu pelayanannya,5,1
"Waktu mau ngecek sering keluar sendiri, tolong di perbaiki lagii min🙏",2,0
Benerin dong aplikasinya gimana sih indihome tiap bulan ada mulu kendalanya! Sekarang aplikasinya force close mulu br juga mau masuk gimana mau bayar kalo gini aplikasinya?!,1,0
Aplikasi guoblk udah servernya sesat kurng ajr sinyalnya seperti sinyal iblis bohong kalau tidak,1,0
Aplikasinya sering lemot.... Perbaiki terus ya....,4,0
Mantap,5,1
Aplikasi ini sangat membantu bagi sama teman2 dan keluarga saya sebagai pengguna Telkomsel......👍👍👍,4,1
Lumayan bagus jaringannya,4,1
Top dah...,5,1
Juos,5,1
"Kualitas jaringan internet stabil, pakai paket 30mbps, speedtest selalu di 25-30mbps, kadang lebih. Respon juga cepat kalau ada keluhan lewat applikasi dan di follow up lewat wa juga.",5,1
Sangat mudah pendaftaran Nya...dan fast respon... mantap,5,1
Katanya penyedia layanan internet tercepat di indonesia tapi nyatanya sering mati matian ga jelas,2,0
Nice,5,1
"woi apk nya rusak kah smlm²bsa lht siapa aja yg mkek wifi kita dri aplikasinya skrg ada masalah katanya lgi peningkatan layanan,dan hrus update apk biar bsa menggunakan sistrm selfcare,padahal aplikasi udh d update ttp aja gak bsa gi mnananya ini woi",3,0
Sangat bagus,5,1
"App pemilik provider kok kayak gini.. (berat, sering nutup sendiri, lemot)",1,0
KALAU ADA MASALAH LANSUNG DI BIKING DENGAN CEPAT NICE INDOHOME 😍🥰,5,1
Mantab,5,1
Error terus,1,0
Bagus,5,1
Tks Indihome,5,1
"Sumpah ini jujut sekali saya reviewnya, aplikasinya lemot banget ndada cepatnya sama sekali. Parah sekali, nda bagus banget klo lemot aplikasinya",1,0
Layan bagus,5,1
Ok,5,1
Gak bisa masuk,1,0
"Saya sudah daftar sudah beres sudah pernah pake buat manggil teknisi, tapi setelah itu tiba2 akun saya logout sendiri, coba buat login lagi malah gak bisa, keluar notif sedang perbaikan terus, tapi waktu mau daftar lagi tetep gak bisa malahan notifnya kalau akun saya terblokir, kan aneh bin ajaib",1,0
Sempurna,4,1
Ini kenapa aplikasinya makin lelet sih. Orang mau cepat malah makin lambat responnya. Tolong aplikasinya di perbaiki secepatnya.,1,0
Mantap,5,1
Aplikasi yang mudah di gunakan dan mudah dalam pembayaran..informasi tentang myindihome sangat lengkap..dan banyak promo promonya yang menarik..,5,1
Good 👍👍,5,1
sementara ini aman,5,1
Is the best,5,1
"Dari dulu sampai sekarang, perbaikan terus, ga pernah selesai",2,0
Jos,5,1
Baik,5,1
"Sudah 1 tahun pengajuan pemasangan baru, sudah 3x di persulit terus sama teknisinya.. alasan jaringan penuh kemudian pasang box baru sampai pengajuan bulan ini masih belum aktif boxnya, rumah saya terhalang tiang Indihome tapi di persulit pemasangan selama 1 tahun. Yang anehnya tetangga saya ada yang pasang baru 3 pelanggan",1,0
Ada peningkatan,4,1
Ok memuaskan,5,1
Ok,5,1
Simple,5,1
"Perbaikan sistem nya cepat,,pelayanannya juga sangat baik,terimakasih🙏🙏",5,1
"Mau login gabisa melulu. Berhari2 kaya gitu. Katanya ""kami sedang melakukan peningkatan pelayanan"". Sampe kapan??? Heran gw",1,0
"sangat membantu,",5,1
Kalo ada gangguan pelayanan cepat tanggap,5,1
Saya senang menggunakan layanan IndiHome karna setiap tahun sekali ada potongan pembayaran hingga 90 persen,5,1
Jaringan stabil,5,1
Ok,5,1
Good,5,1
Mantaaaaap,5,1
Mantap,5,1
Lancar jaya,5,1
"Ngga bisa masuk, mau bayar lupa idnya",2,0
Keseringan upgrade,3,0
JARINGAN NYA NGE LAG TERUS KEK GA NIAT NGASIH JARINGAN,1,0
Supperrrrr faassttt,5,1
"Respon Lambat,sering keluar sendiri,konek internet malah terputus pas buka aplikasi. Kalo ga urgent mending jangan instal deh. Semoga ada perbaikan kedepanya.",1,0
"Lemot banget, sudah di update malah GK bisa kebuka... Mau bangkrut kah ?",1,0
Lumayan cukup membantu,3,1
Good,5,1
Indihom bgus...,5,1
mohon bantuannya sy tidak bisa mengngakses atau tidk bisa memasuki MY indihome sy...,1,0
"Tolong perbaiki sering Force Close di infinix 11, OS andro 12",5,0
Sangat sangat membantu keluarga saya terimakasih banyak Telkomsel semakin maju,5,1
Babiii indihome sampah,1,0
Respon admin lelet semua,1,0
Aplikasi sangat lambat,1,0
Terimakasih sudah melakukan ferifikasi ulang mengenai layanan my Indihome,5,1
Internet stabil,5,1
Kadang msh sering gangguan itu yg hrs kbh di tingkatkan,1,0
Good job,5,1
Good,5,1
"Tidak ada perubahan hanya tampilan UI saja, untuk performa masih berat dan sering force close. Penukaran point yg selalu gagal, rekomendasi voucher pun lama muncul yang kadang utuh kadang hanya separuh. Padahal setiap malam ada notif maintenance untuk peningkatan layanan. Ternyata hanya notif saja bukan benar2 peningkatan performa aplikasi.",1,0
"Mohon Maaf,aplikasi tidak dapat menampilkan keyboard saat mau login di HP RAM 4 Giga, bisa login di HP RAM 12 Giga & aplikasi berat pol padahal RAM 12 Giga, berpindah menu juga loading lama sekali hampir 3 menitan br bs pindah menu,mohon untuk bisa diperbaiki,terimakasih",1,0
Tolol ga bisa login,1,0
Aplikasinya lemot butuh proses yang lama padahal internet stabil,2,0
sangat memuaskan jaringan my Indihome,5,1
Baik aja gak ada kekurangan,5,1
Good,5,1
Banyak promonya,5,1
Mantaps,4,1
"Dari jaman batu sampe skrg gada perubahan, lemot banget astaga. Mau tuker poin susah keburu angus",1,0
ngeleg mulu,1,0
I ❤️ telkomsel dengan semua produknya❤️❤️❤️😊😊😊😊🙏🙏👍👍,5,1
Mantap sekali,5,1
Mantap,5,1
Ntaps,5,1
Aplikasi pengaduan kurang respon.rencana ganti internet sebelah Trus ini layanan macam apa di TLP tidak melayani dgn baik.,1,0
IndiHome ngenthot,1,0
Lapor ganguan cepat ditangani dan diperbaiki jaringannya,5,1
"Aplikasi berat, lemot dan sering error",1,0
"Terus di tingkatkan yaa,, tp sayang bgt harga 30 Mbps Dangan 40 Mbps terpautnya jauh bgt,,",5,1
Kepada Discover jaringan wifi mohon di perbagus jaringan nya sering putus nyambung.kan bukan gratisan saya bayar setiap bulan nya . Jumat 6 Oktober 2023. Kalau gratis nga masalah . Kalau berbayar jaringan sering putus Sangat Bermasalah BIKIN jengkel.perbaiki supaya pelanggan merasa nyaman.,1,0
Layanan menarik,4,1
Keren,5,1
Sangat membantu sekali bagi yg punya indihome,5,1
Pelayanannya lambat,1,0
Sagt bagud,5,1
Aplikasi yg sangat membantu menguras emosii.,2,0
Untuk wilayah pedesaan sangat membantu,4,1
Mantap 👍,5,1
Best,5,1
Gak jelas gak guna,1,0
Jaringan lelet,1,0
mantap,5,1
Aplikasi ngga guna,1,0
Bosok,1,0
"Sejauh ini masih ok untuk jaringan tapi untuk aplikasi sering bug, kadang batas fup kita tba2 sudah penuh sendiri kadang tagihan hilang, kadang logout sndri. Perlu di benahi apliaksinya",5,0
Oke,4,1
Force close,5,0
"Aplikasi ga bisa dibuka, baru mau masuk beranda langsung close sendiri",1,0
Mantap indihome👍,5,1
Ok,5,1
Mantap pol,5,1
GA BISAA LOGIIIIINNNNNNN,1,0
Mantap,5,1
Terbaik,5,1
Ngga bisa tukar poin,1,0
Emang boleh seburuk ini,1,0
Lelet,3,0
"Aplikasi tidak bisa digunakan, tidak bisa masuk akun, selalu keluar keterangan sedang dalam perbaikan layanan",3,0
BEGITU SULIT PENGAJUAN PELANGGAN BARU INDIHOME 💩💩💩❌❌❌,1,0
Parah ini aplikasi udah kaya pake jaringan 2G.ngabisin Kouta aja....ampuun dah.,1,0
Sangat membantu,5,1
GAUSAH BIKIN APLIKASI GINIAN JARINGAN DULU BENERIN BLOK,1,0
jaringan ampas,1,0
Kok setelah login langsung force close ya.. tolong di perbaiki bug nya.,3,0
Goodjob,5,1
indihome sngt membantu sy dngn internet yg sesuai jg meringankan pembelian kuota yg sll bengkak terima kasih indihome sll memberi kami kepuasan semoga sukses selalu,5,1
baik sekali,5,1
Okeh,5,1
"1 bulan gak login mesti harus login ulang dan walau password udah benar tetap dianggap salah, heran",1,0
Bagus... tp mahal,5,1
indihome keren,5,1
Baik dan sempurna,5,1
Sangat berguna apk nya,5,1
"aplikasi gajelas, jaringan gajelas",1,0
"Baik aplikasi maupun sinyalnya sama, LEMOT!!!!!!!",1,0
Bisa diandalkan,5,1
puaass..,5,1
bagus,5,1
"setiap mau tukar poin kapanpun dr tahun kemarin juga tetap sama selalu gangguan. akhirnya puluhan ribu poin hangus. tukar undian harus 1/1 poin dan itupun tetap diselingi gangguan, gagal, perbaikan dll. sebagai pelanggan yg sudah sangat lama saya sangat kecewa dan saya mulai mempertimbangkan cari provider lain.",1,0
"Tolong lah perbaiki jangan dikit2 auto logout. Baru bulan kemarin login , bulan depannya logout sendiri, surug login lagi. Blm lg tiap udpate aplikasi, surug login lagi. Bukannya membantu malah menyusahkan kalau sering2 sruh login. Ada lagi saat milih penukaran voucher, gile lemot parah! Tukar point ke voucher juga banyak gagalnya.",2,0
Aplikasinya gak bsa di buka. Jangan keseringan update gak jelas. Nanti pelangan pada kabur ke sebelah yang lebih lancar bos,1,0
Agar segera diperbaiki Tidak bisa melakukan pengaduan melalui aplikasi,5,0
Mantap,5,1
"Cacat, susah login, lama lama ini my indihome malah downgrade",1,0
"jelek. aplikasinya tiap saat ""maaf kami sedang melakukan peningkatan layanan"" kentut. tiap saat update mulu tp tetep ajaaa lemoot, ga guna.",1,0
Mantap,5,1
kualitas yang buruk,1,0
"Lemot sekali wooyy programer indihome,, gkbs login server apaan ini apa di korup ya jadi begini, malu maluin bangsa aja, tolong d perbaiki",1,0
Sangat mudah dalam menggunakan Indihome,5,1
Mudah komplain dan cepat teratasi jika ada gangguan,5,1
"Satu Satunya alasan bertahan nya menggunakan indihome adalah seamless, dan akhirnya sy rate bintang 1 ketika seamless itu menghilang dari indihome, dan sebentar lagi sy hengkang dari indihome",1,0
Good job,5,1
Ya setidak nya ada gaji lah buat sales kasian sales dengan ada nya peraturan baru masa di bayar hanya fee nya saja sedang kan pihak lain sales ada gaji nya,5,0
"Aplikasi lemot sekali,,buka vocer sering gagal dan ""mohon maaf akan dilakukan peningkatan"" terus tulisannya..tolong aplikasinya dibuat lebih lancar,males buka aplikasi yang lemot spt ini",1,0
Jaringan mantap,5,1
susah longin,1,0
Mantap,5,1
"Mantap 👍, Terimakasih atas fasilitas dan pelayanan sangat memuaskan 🙏👍 Terus tingkatkan",5,1
Pelayanan indihome memang paling trburuk untuk laporan ganguan aja susah alasannya gangguan masal tdk ada kompensasi giliran telat aja kena denda,1,0
Bagus,5,1
"Internet lumayan stabil walaupun kdng ada gangguan,,,tp kl kita masuk kepengaduan cpt tanggap,,,tingkat lg jaringan nya biar g putus2, mksh",4,1
S idiot mana yg memberi rating 5.???,1,0
oke,5,1
"Aplikasinya lumayan bagus dan cukup membantu,",5,1
Terlalu sering di keluarkan oleh aplikasi dan selalu di minta ganti password.,1,0
Makin kesini makin ga jelas.. Saya mau tukar poin tapi aplikasi lemot.. Dan yang lucunya saya pindah tempat tinggal trus mengajukan pemindahan modem.. Setalah selesai terpasang poin saya yg ribuan ternyata hilang dan tinggal 0.. Kan lucu,3,0
"Kenapa textinput untuk masukan no hp atau email ya tidak bisa, untuk yang sudah punya akun.",1,0
Internet stabil dan jika terjadi gangguan cepat diselesaikan. Makasih,5,1
aplikasi sering error dan informasi update tidak akurat. mudah2an segera ada perbaikan,1,0
Maaf aja sih Saya beri rating : 1-pelayanan Service via Gak ada Kabar untuk kendala yg saya alami 2-Sudah Mencoba Masuk Ke aplikasi My Indihome Tetap Tidak bisa Padahal menggunakan Nomor/email yg sama 3-ini kenapa Banyak kendala Terus Yg saya Alami?????,1,0
Terima Kasih Indihome.Teruslah melayani dengan baik dan maksimal.sukses dan makin maju untuk indihome.,5,1
Knp apk My indiHome k bug trus🤦‍♂️🤦‍♂️,3,0
Good Aplikasi my indihpme,5,1
Baik dan cepat,4,1
"Jarang gangguan saat hujan, penanganan laporan cepat ga sampai 1 hari hanya hitungan jam",5,1
Bagus,5,1
apk lelet bgt sumpah gajelas,1,0
Sjnyal paling jelekkkk .,1,0
Indihome jaringan Stabil.,5,1
Memberikan banyak kemudahan,5,1
lu punya wifi sering lag Kontolll,1,0
Force close terus payah,1,0
Mantap.. Harus lebih cepat inovatip,5,1
Aplikasi log out setiap ada pembaruan..setelah itu mau masuk lagi nggak bisa meski sudah pakai email/nomer yg terdaftar..,2,0
"jaringan sering terkendala,info pemberhentian langganan bisa lapor kemana?",1,0
"kalo lama di baground, pas balik lagi aplikasinya ngecrash, mohon di fix",3,0
Lumayan memuaskan,4,1
"Thanks, pertahankan kualitas aja sih... Terimakasih",5,1
Sampah,1,0
Saya tidak bisa login parah men,1,0
"Aplikasinya sering ndak bisa dibuka, saya harap itu dihindari karene sangat mengganggu",3,0
aplikasi lemot,1,0
Gak bisa login wkwk,1,0
M no. Ikut. BBM..,5,1
Mahal dan sekarang agak lemot,5,1
"Semakin sering di update semakin tidak enak,bahkan sampai buka aplikasi aja tidak bisa. Emang ada apa ya Indihome ini",1,0
"Apk ga jelas, di buka kaga ke buka2 apk apaan kalau ga guna ga usah di luncurkan ke publik",1,0
"Aplikasinya sampah, pokoknya gk usa ngadu ke aplikasi ini suka logout sendiri",1,0
Aplikasi ini sangat buruk,1,0
Update terus tapi login tidak pernah bisa. Gak perlu maksain update fitur kalau jadinya tidak bisa dipergunakan aplikasinya,1,0
Setiap buka aplikasi bertuliskan sedang di perbaiki. Sudah berhari hari.,1,0
Jadi lebih gampang,5,1
Top bgt,5,1
laporan cepat di atasi,5,1
"Aplikasi nya lemot, mau klik login aja ngestuck. Padahal hp ram nya 6gb.",1,0
hampir sebulan peningkatan layanan sangat tidak puas,1,0
setelah updates ga bisa masuk aplikasi nya terus harus bagai mana nanti pembayaran kalau masih tidak bisa masuk,4,0
Mantul...,4,1
Sejauh ini kami sebagai customer sangat menikmati layanan dan jasa yg baik dan mohon terus ditingkatkan.,5,1
delay,4,0
"Gk niat buat aplikasi ya begini. Setiap bulan harus login ulang, udah itu harus ganti kata santi yang baru. Nyusahin banget tau gk.",1,0
"Heleh aplikasi lemot parah gini, telkom oh telkom",1,0
Utk sekedar minta tolong utk refresh kn Knpa susah bnget,1,0
Sering lagging,1,0
sangat baik,5,1
"bumn telkomsel asu mmng, telat main denda tp sinyal g beres². drpda bayar artis bt iklan mending baikin tu sinyal njing....",1,0
ok,5,1
IndiHome,5,1
Ok banget,5,1
Ini gmn aplikasinya login aja gak bisa. Trs buat apa ini aplikasinya.. ???,1,0
lemot,2,0
Lancar,5,1
Puas,5,1
"Semakin kesini semakin jelek kualitasnya, untuk membuka aplikasi untuk cek tagihan dll sangatt lambat sekali",1,0
Mantaf jaringannya pokoknya is the best,5,1
Trimakasih karna sdh membantu kami untuk mendapatkan informasi terbaru🙏🙏,5,1
Mantap,5,1
Knp skrng aplikasinya sangat membosankan,1,0
sinyal cukup di daerah saya... cuma mau ganti no HP karna hilang harus ke cabang terdekar ... karna lewat sms tidak kunjung datang,4,0
Mantap,5,1
"BUG MULU APLIKASI GEJE, PENINGKATAN LAYANAN PENINGKATAN LAYANAN TAPI APLIKASI GA BISA DI PAKE",1,0
Pemakaian indihome saya sudah 4 bulan berjalan dan tidak pernah mengalami kendala apapun. Semoga indihome selalu memberikan pelayanan terbaiknya ke semua pelanggan..👍👌,5,1
"Mantap, good",5,1
Sering gangguan,3,0
Mohon diperbagus jaringan nya,1,0
"Aplikasinya susah untuk digunakan mau pake wifi data pribadi juga sama, kalo update selalu kluar dari akun dan ga apdet pun selalu lag saat masuk ke aplikasi",1,0
Indihome top 👍👍👍,5,1
Ok👍👍👍,5,1
BEBERAPA HARI APLIKASI GANGGUAN MULU MASUK ENGGA BISA²...PADAHAL MAU BAYAR JADI SUSAH.,1,0
Mantap bisa buka tagihan nomor lain,5,1
Sangat membantu,5,1
"Indihome , profider yang mengutamakan kepuasan pelanggan, mau coba profider lain tapi takut Krn bisa jadi ga sekenceng dan SE stabil Indihome , terimakasih yaa",5,1
sekarang aplikasi nya udh lebih baik setelah beberapa kali update....,5,1
Menarik dan mudah dipahami,5,1
"Kalo punya aplikasi tolong sering di cek sama teamnya. Sering banget buffering entah mau lihat beranda sampai pembayaran. Jaringan stabil buka app lain aman, buka indihome doang harus nunggu lama.",2,0
Apk yg bagus..ok bngt,5,1
"ini aplikasi keluar sendiri terus. udah instal di aplikasi ini di 3 hp berbeda, tetap sama aja. force close terus.",1,0
Koneksi bagus....cepat tanggap sesuai jadwal jika ad problem,5,1
Mantaaap.... Verry good,5,1
"aplikasi terburuk, banyak sekali bug",1,0
"Ga bisa login terus, selalu peningkatan jaringan",1,0
"Sangat puas internatan lancar, boleh dong penyesuaian tarif barunya",5,1
Oklah,5,1
"Dari kemaren gak bisa login ""mohon maaf, kami sedang melakukan peningkatan layanan""",1,0
Oke banget,5,1
"Ini tolong aplikasinya diperbaiki lagi, masa mau log in gabisa gabisa.",3,0
nice,5,1
"lumayan bagus, keluhan segera di atasi dgn cepat..",5,1
Semua kemudahan dan keluhan dapat terfasilitasi dengan baik dan memuaskan. Terimakasih,5,1
Untuk aplikasi my Indihome pada perangkat mobile saya tidak bisa di buka memang ada kendala apa admin,4,0
Oke,5,1
Ok,5,1
Cacat banget login mulu,1,0
mantap,5,1
UI nya dah bagus cuma UX nya masih bisa dikembangkan lagi,4,1
Lapor..satset perbaiki,5,1
good,5,1
"Aplikasi makin kacau, aplikasi bnyk update bukan makin bagus tapi makin bobrok, apk dibuka keluar2 sendiri, bobrok",1,0
mntap,5,1
"APP GK GUNA, GK ADA YG BISA DIPAKE FITURNYA NGAPAIN BIKIN APP GINIAN ? TIAP PENGADUAN CMN ""SEDANG MENINGKATKAN LAYANAN"" DAH 3 BULAN APP GK JADI2 HERAN COK",1,0
jelek,1,0
"Heran sudah komplain tentang aplikasi di buka lemot tidak ada tindakan untuk memperbaikinya,masih sama,percuma ada banner tukarkan poin di klik aja tidak bisa di buka loading terus,jangankan aplikasinya web my IndiHome pun sama saja",1,0
"Loading terlalu lama applikasi nya dan saya terlambat 1 hari doang,isolir nya lama banget . Guna nya applikasi ini apa sih?",1,0
Indihome mantap,5,1
"Tolong verify dengan nomor telepon di hilangkan saja, percuma di kasih opsi masuk dengan email",1,0
Ga jelas . Pengaduan aja kurang di tanggapi,2,0
Tim IT my indihome harus bisa kreatif dengan menambah pengaturan kontrol modem atau router indihome bisa kontrol atau merubah password dan melihat pengguna wifi darimana saja secara online.🥰,4,0
Ikut ulasan 1 aja lah biyar makin nyadar #indihome lemot amat buka aplikasi aja tidak bisa,1,0
Ok punya,5,1
"jelek amat ni apk , mau redeem point aj ga bisa""",1,0
Indihome memang 👍,5,1
Aplikasinya super lelet,3,0
Sangat baik,5,1
Saya pelanggan setia,5,1
Kenapa setiap buka aplikasinya dia malah keluar dengan sendirinya?,4,0
Keren,5,1
mantull,5,1
Kenapa begitu udah aktivasi no hp langsung kluar lagi apk nya. Kok malah sering eror apk nya,1,0
"Jaringan stabil, pelayanan gangguan cepat tanggap. Mantap pokoknya bagus banget",5,1
"Kenapa ya suka keluar mulu dari aplnya, trs pas mau login peningkatan layanan mulu:( Semoga lekas membaik",4,0
Terima Kasih IndiHome,5,1
Penukaran point ya ga bisa di lakukan status perbaikan sistem terus kode *409,1,0
"Abis update ndak bisa di buka laporan nya aplikasi berhenti terus, udah donlot ulang sama aj",1,0
masih perlu banyak peningkatan pelayanan,4,1
Tidak bermanfaat lagi..percuma tidak bisa masuk akun lagi,1,0
Lelet,3,0
"Buka aplikasi di hp hmpir semua gabisa pke jaringan Indihome, buak aplikasi Indihome pun sama, muter"" terusss... tp pke kuota simcard bisa . Hadeehh sdh hbia ksabaran.. cabut aj dehh ..",1,0
Baru bisa login.eh malah keluar mulu,1,0
Registrasi udh dr tgl 27 sampai sekarang masih belum ada kabar kok lelet banget ya pelayanannya,1,0
Ok lah buat pemakaian keluarga,5,1
Kecepatan Stabil,5,1
Saya pilih bintang 5 krn selama ini jarang ada masalah.,5,1
Mantulll,5,1
"Sudah sebulan lebih ini gangguan internet jaringanya lambat, katanya Gangguan masal di pelaporan dalam aplikasi, masa iya selama itu gangguannya..",3,0
Mau Pindah Paket Susah Bangets... Paket 25Gb 25K Perbulan Saya Hilang Entah Kemana.. Tapi 25K Msih Masuk Bayaran,1,0
fup di batasi,5,0
