content,score,label,preprocessed_content,at,prediction,predicted_label
Siiiip,5,1,siiiip,20/02/2024,0.9644302,1
Ok,5,1,ok,08/10/2023,0.9959974,1
"sekelas telkom punya apk kok sampah banget ya, susah dibuka, loading lama, login susah, minta pass baru, sdh bikin pass tetap tdk bisa, akhirnya mode tamu, dan itupun gak bisa terbuka, maklum perusahaan plat merah",1,0,kelas telkom punya apk kok sampah banget ya susah buka loading lama login susah minta pas baru sudah bikin pas tetap tidak bisa akhir mode tamu dan itu enggak bisa buka maklum usaha plat merah,20/02/2024,0.000332217,0
Baik,5,1,baik,22/12/2023,0.98237866,1
Update nya jgn sering2,5,0,update nya jangan sering,29/10/2023,0.20203023,0
Sangat membantu,5,1,sangat bantu,29/01/2024,0.99699557,1
Puas sekali mantap aplikasinya,5,1,puas sekali mantap aplikasi,17/02/2024,0.99251413,1
Sekarng susah melakukan pengadian di apk.. Selalu muncul daerah anda sedang dalam gangguan massal... Situ sehat,1,0,sekarang susah laku adi di apk selalu muncul daerah anda sedang dalam ganggu massal situ sehat,18/01/2024,0.002139649,0
Good,5,1,good,16/01/2024,0.9959047,1
ok,5,1,ok,04/10/2023,0.9959974,1
Mantap,5,1,mantap,26/12/2023,0.9967573,1
Mantul,4,1,mantul,17/12/2023,0.9928359,1
"Aplikasi dan fitur"" yang menarik serta tim"" yang yang bekerja degan profesional dan memberi kenyamanan pada konsumennya ☺️🙏 Terima kasih my INDIHOME",5,1,aplikasi dan fitur yang tarik serta tim yang yang kerja degan profesional dan beri nyaman pada konsumen terima kasih my indihome,31/10/2023,0.9934846,1
Busuk. Ga bisa login. Mau report gangguan jadi ga bisa. Hrus nelp call center/ke plasa.2024 woy.,1,0,busuk enggak bisa login mau report ganggu jadi enggak bisa harus nelp cal center ke plasa woy ,10/01/2024,0.00058965,0
Mantap,5,1,mantap,15/12/2023,0.9967573,1
"Lumayan, sesuai paket... Cuma saat hujan, jaringannya jadi sangat lambat",5,1,lumayan sesuai paket cuma saat hujan jaring jadi sangat lambat,20/10/2023,0.8814747,1
Log in selalu ada notif. Password sudah kadaluwarsa. Kalau menggunakan metode sidik jari tidak bisa masuk ke aplikasi walaupun autentivikasi berhasil.,3,0,log ini selalu ada notif password sudah kadaluwarsa kalau guna metode sidik jari tidak bisa masuk ke aplikasi walaupun autentivikasi hasil ,31/10/2023,0.005034052,0
pembohongan,1,0,bohong,02/12/2023,0.38257748,0
Good aplikasi,5,1,good aplikasi,11/10/2023,0.98014766,1
Oke banget,5,1,oke banget,10/10/2023,0.99356145,1
Pelayanan cepat,5,1,layan cepat,31/01/2024,0.9924755,1
Goid,5,1,goid,22/11/2023,0.96063364,1
Baik,5,1,baik,01/01/2024,0.98237866,1
"Jangan mau pakai indihome. Sistem pembayaran komputer bermasalah. Maklum lahh plat merah. Watak monopoli. Mudah mudahan ada provider laen kedepan nya. Yg egk kelas SNI.. ISO nya mungkin abal abal. Majuan PLN, pelanggan berjubel, tapi lancar pembayaran online nya. SNI, SNI, sni.... Watak feodal.",1,0,jangan mau pakai indihome sistem bayar komputer masalah maklum lah plat merah watak monopoli mudah mudah ada provider lain depan nya yang egk kelas sni iso nya mungkin abal abal maju pln langgan jubel tapi lancar bayar online nya sni sni sni watak feodal ,22/10/2023,0.006272678,0
Kenapa susah sekali untuk masuk dan pembelian FUP di myindihome... Ya Allah bufering aplikasi my indihome ini lelet banget...,3,0,kenapa susah sekali untuk masuk dan beli fup di myindihome ya allah bufering aplikasi my indihome ini lelet banget ,26/10/2023,0.003213315,0
Internet sangat lancar,5,1,internet sangat lancar,20/12/2023,0.99752414,1
Setiap ada laporan gangguan respon sangat cepat Untuk masuk ke aplikasi butuh beberapa menit apakah jalur sedang krodit..,5,1,tiap ada lapor ganggu respon sangat cepat untuk masuk ke aplikasi butuh beberapa menit apakah jalur sedang krodit ,21/10/2023,0.89084435,1
Apk ampas,5,0,apk ampas,25/09/2023,0.029589895,0
untuk sekarang lebih baik dari sebelumnya terimakasih,5,1,untuk sekarang lebih baik dari belum terimakasih,06/10/2023,0.9954084,1
mantap,5,1,mantap,26/11/2023,0.9967573,1
lag pada aplikasi,3,0,lag pada aplikasi,08/10/2023,0.040368173,0
good,5,1,good,11/11/2023,0.9959047,1
Mantap,4,1,mantap,20/02/2024,0.9967573,1
Good,4,1,good,12/12/2023,0.9959047,1
"Update terus, harus login ulang, tidak mengganti kata sandi, sangat tidak nyaman 👎🏻",1,0,update terus harus login ulang tidak ganti kata sandi sangat tidak nyaman ,20/01/2024,0.001922874,0
"Fitur""nya simple mudah dipahami, sering ada promo juga",5,1,fitur nya simple mudah paham sering ada promo juga,23/09/2023,0.9984968,1
"Applikasi busuk bikin hp hang2, udah dri lama tpi g ada perubahan",1,0,aplikasi busuk bikin hp hang sudah dari lama tapi enggak ada ubah,07/11/2023,0.002080091,0
"Sebetulnya bagus untuk jaringan nya, stabil di segala cuaca, hanya saja minus nya ada di ppn dalam tagihan bulan nya terlalu besar.. itulah kenapa orng jarang atau enggan untuk pasang indihome dirumah, bgtupun saya, jika tau ppn nya terlalu besar mungkin saya tidak jadi pasang. Krna ada contoh di brand sebelah biaya pasang dan bulanan sama persis tidak ada ppn dan pastinya lbh hemat bulanan nya.",1,0,betul bagus untuk jaring nya stabil di segala cuaca hanya saja minus nya ada di ppn dalam tagih bulan nya terlalu besar itu kenapa orang jarang atau enggan untuk pasang indihome rumah bgtupun saya jika tau ppn nya terlalu besar mungkin saya tidak jadi pasang karena ada contoh di brand belah biaya pasang dan bulan sama persis tidak ada ppn dan pasti lebih hemat bulan nya ,08/12/2023,0.08241275,0
"Lemot banget, sudah di update malah GK bisa kebuka... Mau bangkrut kah ?",1,0,lemot banget sudah di update malah enggak bisa buka mau bangkrut kah ,30/11/2023,0.001315326,0
Saya ingin memasang jaringan indihome. Tp proses lama sekali. Sudah 3 hari menunggu blm ada juga. Di adukan cuma bisa blg masih proses. Kecewa dgn indihome sekarang. Pelayanan nya tidak seperti dulu lagi...,1,0,saya ingin pasang jaring indihome tapi proses lama sekali sudah hari tunggu belum ada juga di adu cuma bisa bilang masih proses kecewa dengan indihome sekarang layan nya tidak seperti dulu lagi ,15/10/2023,0.006341292,0
Terbaik dalam pelayanan dan gangguan Recommended banget,5,1,baik dalam layan dan ganggu recommended banget,28/01/2024,0.9978655,1
Di Update tambah buruk. Hadehh... Tolong di maksimalkan lagi. Masak dibuat buka Spees tes ga bisa kebuka huh....,1,0,di update tambah buruk hadeh tolong di maksimal lagi masak buat buka spees tes enggak bisa buka huh ,05/01/2024,0.000981229,0
Kecepatan stabil.. Jarang gangguan slama sebulan .smoga ttp stabil,5,1,cepat stabil jarang ganggu lama bulan moga tetap stabil,25/12/2023,0.9993309,1
"ini aplikasi yg paling lemot banget, terkadang klau di buka loading nya lama amat dan itupun kadang disuruh login lagi, ini kenapa sih sekelas Indihome aja enggak becus dalam memberi layanan kenyamanan. tolong diperbaharui nih aplikasinya, orang tambah lama tambah cepat jangan tambah lama tambah lemot",2,0,ini aplikasi yang paling lemot banget terkadang kalau di buka loading nya lama amat dan itu kadang suruh login lagi ini kenapa sih kelas indihome saja enggak becus dalam beri layan nyaman tolong baharu nih aplikasi orang tambah lama tambah cepat jangan tambah lama tambah lemot,20/10/2023,0.001608085,0
"Memang benar aplikasi yang dikelolah BUMN selalu tidak lebih baik dari pada swasta, aplikasi tidak berjalan dengan baik",1,0,memang benar aplikasi yang dikelolah bumn selalu tidak lebih baik dari pada swasta aplikasi tidak jalan dengan baik,05/01/2024,0.004692449,0
"Aplikasi nya rusak, masa setiap login kembali mau liata tagihan harus tukar paswort mulu.. trus pas di ganti ga bisa kan rusak ni aplikasi..",1,0,aplikasi nya rusak masa tiap login kembali mau liata tagih harus tukar paswort mulu terus pas di ganti enggak bisa kan rusak nih aplikasi ,20/10/2023,0.000457833,0
"Aplikasi dengan informasi yang lengkap buat pelanggan indihome, prosesnya mudah dan praktis",5,1,aplikasi dengan informasi yang lengkap buat langgan indihome proses mudah dan praktis,20/12/2023,0.99054456,1
"Aplikasi lemot, pakai wifi pun muter2 ga jelas, mau bayar via apk nunggu muter setengah jam",1,0,aplikasi lemot pakai wifi pun muter enggak jelas mau bayar via apk tunggu muter tengah jam,21/10/2023,0.001367425,0
"Thanks, pertahankan kualitas aja sih... Terimakasih",5,1,thanks tahan kualitas saja sih terimakasih,25/09/2023,0.997189,1
Veri guuttt,5,1,veri guut,20/12/2023,0.9798787,1
ok,5,1,ok,17/01/2024,0.9959974,1
"Aplikasinya aneh, setiap dibuka harus login kembali, mana lelet minta ampun lagi",1,0,aplikasi aneh tiap buka harus login kembali mana lelet minta ampun lagi,21/12/2023,0.000480014,0
fup di batasi,5,0,fup di batas,26/12/2023,0.16239104,0
"woi apk nya rusak kah smlm²bsa lht siapa aja yg mkek wifi kita dri aplikasinya skrg ada masalah katanya lgi peningkatan layanan,dan hrus update apk biar bsa menggunakan sistrm selfcare,padahal aplikasi udh d update ttp aja gak bsa gi mnananya ini woi",3,0,woi apk nya rusak kah smlmbsa lihat siapa saja yang mkek wifi kita dari aplikasi sekarang ada masalah kata lagi tingkat layan dan harus update apk biar bisa guna sistrm selfcare padahal aplikasi sudah di update tetap saja enggak bisa gi mnananya ini woi,24/09/2023,0.003142061,0
"Pelayanan kurang baik, sangat mengecewakan.",1,0,layan kurang baik sangat kecewa ,12/01/2024,0.12633719,0
Mantaaaaap,5,1,mantaaaaap,15/10/2023,0.9771284,1
Ok,5,1,ok,06/01/2024,0.9959974,1
Baik.,5,1,baik ,24/10/2023,0.98237866,1
"Jaringan sering terhanbat2 tp saat di tlp utk beritau, selalu mengatakan baik2 aj/ sdh di perbaiki, malah nyata nya bsk jaringan nya sm sekali tdl bgs, phm,,,",1,0,jaring sering terhanbat tapi saat di telepon untuk beritau selalu kata baik saja sudah di baik malah nyata nya besok jaring nya sama sekali tdl bagus phm ,16/01/2024,0.004893329,0
Mantap,5,1,mantap,10/10/2023,0.9967573,1
"sangat terbantu sekali, ketika internet bermasalah, langsung ajukan gangguan, besoknya teknisi langsung dtg.",5,1,sangat bantu sekali ketika internet masalah langsung aju ganggu besok teknisi langsung datang ,07/11/2023,0.9975345,1
Pelayanannya sangat baik dan selalu tepat waktu Selalu sat set Ndak nunggu waktu besok,5,1,layan sangat baik dan selalu tepat waktu selalu sat set indak tunggu waktu besok,15/01/2024,0.98515964,1
Mantaappp,5,1,mantaap,17/02/2024,0.9741734,1
Good job indihome,5,1,good job indihome,29/12/2023,0.9992678,1
"Aplikasi sangat bagus,, mudah menggunakan.... ❤️",5,1,aplikasi sangat bagus mudah guna ,04/02/2024,0.9925318,1
Good,5,1,good,20/12/2023,0.9959047,1
Ok,5,1,ok,20/12/2023,0.9959974,1
Aplikasi nya bagus+muda di gunakan dan pembayaran nya juga cepet dan aman di gunakan,5,1,aplikasi nya bagus muda di guna dan bayar nya juga cepat dan aman di guna,28/09/2023,0.98607814,1
Tetap yg terbaik,5,1,tetap yang baik,25/09/2023,0.9961071,1
masih yg terbaik,5,1,masih yang baik,08/12/2023,0.95365185,1
Pelayanan cepat dan tambahan layanan disiapkan,4,1,layan cepat dan tambah layan siap,05/11/2023,0.997952,1
Buruk,1,0,buruk,21/10/2023,0.010248641,0
Bagus,5,1,bagus,13/11/2023,0.9971563,1
mantaps,5,1,mantaps,30/11/2023,0.9847044,1
Lemot,3,0,lemot,21/12/2023,0.061654147,0
Mantap,5,1,mantap,05/01/2024,0.9967573,1
Sangat bagus selama langanan setahun di indohome,5,1,sangat bagus lama langanan tahun di indohome,03/10/2023,0.99730784,1
Knp apk My indiHome k bug trus🤦‍♂️🤦‍♂️,3,0,kenapa apk my indihome ke bug terus,22/11/2023,0.005589543,0
Vangke emang...inget loe laku loe punya nama karena konsumen....tanggapin keluham konsumen sampe tuntas...aing juga bayar pake jasa inet loe,1,0,vangke memang ingat lo laku lo punya nama karena konsumen tanggapin keluham konsumen sampai tuntas aing juga bayar pakai jasa inet lo,19/11/2023,0.002336492,0
sementara bintang 3 dlu...karena masih ada bug mau verifikasi email langsung kluar terus...tolong di perbaiki segera!,3,0,sementara bintang dulu karena masih ada bug mau verifikasi email langsung keluar terus tolong di baik segera ,05/01/2024,0.002571231,0
Gmn ini jaringan internet 2 jam mati gini kejadian sdh 2 hari gini terus komplain ttp gk ad respon parah,1,0,bagaimana ini jaring internet jam mati begini jadi sudah hari begini terus komplain tetap enggak ada respon parah,11/01/2024,0.003328688,0
Bagus,5,1,bagus,25/09/2023,0.9971563,1
Indihome mantap,5,1,indihome mantap,21/12/2023,0.99692494,1
Memuaskan,5,1,muas,10/02/2024,0.9900261,1
Memuaskan....................,5,1,muas ,15/11/2023,0.9900261,1
Parah ... Jaringan ga ada. Menu bantuan ga bisa di gunain,1,0,parah jaring enggak ada menu bantu enggak bisa di gunain,26/10/2023,0.008775064,0
Aplikasinya gak bsa di buka. Jangan keseringan update gak jelas. Nanti pelangan pada kabur ke sebelah yang lebih lancar bos,1,0,aplikasi enggak bisa di buka jangan sering update enggak jelas nanti pelang pada kabur ke belah yang lebih lancar bos,21/11/2023,0.002357038,0
"aplikasi bagus, memudahkan monitoring penggunaan internet l",4,1,aplikasi bagus mudah monitoring guna internet l,04/01/2024,0.9953277,1
Cs yang telpon bilang jangan ada pembayaran di luar tp pemasangan dipersulit alasan wayar kabel yg tidak cukup sama jugak di suruh nambah bayar tidak sesuai SOP dari promosi kalok mau promosi cari pelanggan kapasitas dioptimalkan dulu agar pelanggan anda nyaman buat pasang,1,0,cs yang telpon bilang jangan ada bayar di luar tapi pasang sulit alas wayar kabel yang tidak cukup sama juga di suruh tambah bayar tidak sesuai sop dari promosi kalo mau promosi cari langgan kapasitas optimal dulu agar langgan anda nyaman buat pasang,28/10/2023,0.001660455,0
Pengaduan/pelayanan online lambat. Niat imigrasi ke internet aja biar harga terjangkau dan sudah lama tidak pakai tv juga. Bulan kemarin biaya tambahnnya gak ada masalah. Tapi begitu liat rincian bulan ini ada tambahan sendiri add on karoke. Sedih sih padahal dari zaman tv gak ada tuh tambahan add on karoke dan gak pernah minta juga. Liat dm juga banyak yang bilang gak direspon. Semoga kedepannya lebih baik dan dapat diperbaiki,1,0,adu layan online lambat niat imigrasi ke internet saja biar harga jangkau dan sudah lama tidak pakai tv juga bulan kemarin biaya tambahnnya enggak ada masalah tapi begitu lihat rincian bulan ini ada tambah sendiri ada on karoke sedih sih padahal dari zaman tv enggak ada tuh tambah ada on karoke dan enggak pernah minta juga lihat dm juga banyak yang bilang enggak direspon moga depan lebih baik dan dapat baik,13/01/2024,0.002373925,0
Sangat lambat dan sering stuck,1,0,sangat lambat dan sering stuck,19/01/2024,0.018851187,0
Nice,5,1,nice,21/12/2023,0.9951736,1
"Kenapa sekarang poin diaplikasinya harus diaktifasi,sedangkan utk aktifasi langkah² yg dijelaskan oleh admin indihome care tidak satupun sesuai dg menu profil myindihome saya.Padahal dulu tanpa aktifasi poin langsung masuk ketika tagihan terbayarkan tepat waktu.Bikin ruwet aja.",2,0,kenapa sekarang poin aplikasi harus diaktifasi sedang untuk aktifasi langkah yang jelas oleh admin indihome care tidak satu sesuai dengan menu profil myindihome saya padahal dulu tanpa aktifasi poin langsung masuk ketika tagih bayar tepat waktu bikin ruwet saja ,30/12/2023,0.001612695,0
Sering logout sendiri. Untuk merubah password tidak boleh sama dengan password sebelumnya. Kau kira password kalian saja yg perlu kami ingat!!! Fleksibel sajalah dan jangan suka logout.,1,0,sering logout sendiri untuk rubah password tidak boleh sama dengan password belum kau kira password kalian saja yang perlu kami ingat fleksibel saja dan jangan suka logout ,24/12/2023,0.001076326,0
Pelayanan sangat baik,5,1,layan sangat baik,26/12/2023,0.9950213,1
sangat membantu dalam pekerjaan dan sehari2..semoga semakin banyak promonya,5,1,sangat bantu dalam kerja dan hari moga makin banyak promonya,14/11/2023,0.99860156,1
"Sudah lengkap, hanya saja aplikasi masih berat dan sering loading lama padahal menggunakan jaringan internet wifi Indihome dan ram masih lega. Beberapa fitur masih dalam pengembangan atau perbaikan layanan untuk segera diperbaiki.",4,0,sudah lengkap hanya saja aplikasi masih berat dan sering loading lama padahal guna jaring internet wifi indihome dan ram masih lega beberapa fitur masih dalam kembang atau baik layan untuk segera baik ,19/12/2023,0.004771376,0
apk ny lemot sekali,3,0,apk nya lemot sekali,19/02/2024,0.010178724,0
Gangguan terus,3,0,ganggu terus,18/02/2024,0.30545616,0
Mantap,5,1,mantap,23/02/2024,0.9967573,1
"Indihome memang terbaik dalam hal kecepatan transfer data, unduh dan unggah",5,1,indihome memang baik dalam hal cepat transfer data unduh dan unggah,11/01/2024,0.9947352,1
Pelayanan perbaikan sangat cepat skliii,5,1,layan baik sangat cepat skli,04/01/2024,0.997706,1
Oke punya,5,1,oke punya,13/11/2023,0.98424137,1
Saat ingin mengajukan keluhan untuk meminta bantuan memperbaiki kondisi loss selalu tidak bisa dengan alasan peningkatan layanan klo begitu truss kemana saya harus meminta bantuan,1,0,saat ingin aju keluh untuk minta bantu baik kondisi los selalu tidak bisa dengan alas tingkat layan kalo begitu trus mana saya harus minta bantu,25/12/2023,0.006860691,0
IndiHome mantab proses mudah sinyal kuat,4,1,indihome mantab proses mudah sinyal kuat,01/11/2023,0.9986836,1
"APLIKASI PALING LEMOT, TIDAK PERNAH ADA PERUBAHAN, BAHKAN SAYA AKSES JAM 2 MALAM TETEP LEMOT PARAH..... HP SAMSUNG S23 ULTRA",1,0,aplikasi paling lemot tidak pernah ada ubah bahkan saya akses jam malam tetap lemot parah hp samsung si ultra,13/12/2023,0.00073543,0
Akhir-akhir ini sering lose internet dan aplikasi pun sering keluar sendiri dan harus daftar ulang .. Mohon untuk perbaikan nya agar tidak mengecewakan pelanggan..,4,0,akhir akhir ini sering lose internet dan aplikasi pun sering keluar sendiri dan harus daftar ulang mohon untuk baik nya agar tidak kecewa langgan ,23/10/2023,0.006668069,0
Aplikasi tidak bisa berjalan d hp saya,1,0,aplikasi tidak bisa jalan di hp saya,01/12/2023,0.008339879,0
"Jeleknya ini indhihome. Giliran telat bayar, di chat terus. Tapi kalau dia gangguan, lamanya responnya. 💩",1,0,jelek ini indhihome gilir telat bayar di chat terus tapi kalau dia ganggu lama responnya ,21/01/2024,0.001586149,0
Appnya terlalu susah kalo di buka,2,0,appnya terlalu susah kalo di buka,20/10/2023,0.008112158,0
"Kok membal ne APK nya d buka, gag bsa masok....!!!!",1,0,kok membal ini apk nya di buka enggak bisa masok ,25/11/2023,0.007479285,0
"Ini aplikasi makin sini makin lag parah, mau bayar juga susah update bukannya bagus malah kacau",1,0,ini aplikasi makin sini makin lag parah mau bayar juga susah update bukan bagus malah kacau,14/02/2024,0.00142644,0
Mudah cepat,5,1,mudah cepat,11/12/2023,0.99890316,1
Lemotnya minta ampun. Dulu nggak kayak gini.,1,0,lot minta ampun dulu enggak kayak begini ,14/11/2023,0.001147667,0
semuanya Oke👍👍👍,5,1,semua oke,08/01/2024,0.9968036,1
Laporan gangguan sangat cepat teratasi,5,1,lapor ganggu sangat cepat atas,29/01/2024,0.99286777,1
Mantap,5,1,mantap,09/12/2023,0.9967573,1
buruk,1,0,buruk,01/10/2023,0.010248641,0
Lambat sekali untuk pelayanan nya... Daftar sudah 4 hari belum ada pelayanan sama sekali,1,0,lambat sekali untuk layan nya daftar sudah hari belum ada layan sama sekali,26/12/2023,0.003298687,0
"Ga bisa login terus, selalu peningkatan jaringan",1,0,enggak bisa login terus selalu tingkat jaring,20/10/2023,0.003352375,0
tolong tingkatkan lagi kualitas internet nya sinyal nya naik turun mulu nih indihome hadeehh kacau,1,0,tolong tingkat lagi kualitas internet nya sinyal nya naik turun mulu nih indihome aduh kacau,22/09/2023,0.001525921,0
"Tolong lah Dari awal saya pasang WiFi udh 1 tahun lebih ini aplikasi kok nglag terus, masa perbaikan sampe berbulan2 si aneh banget, niat memperbaiki kaga sii⁉️",1,0,tolong lah dari awal saya pasang wifi sudah tahun lebih ini aplikasi kok nglag terus masa baik sampai bulan sih aneh banget niat baik kagak sih,14/10/2023,0.006135519,0
Satu bulan jaringan tidak membaik,1,0,satu bulan jaring tidak baik,28/09/2023,0.052931137,0
Tolong dong klau memang mau anda gangguan minimal kabarin ke pelanggan nya. Biar semua pelanggan tau klau memang ke depannya gangguan. Meresahkan menunggu ber jam jam,2,0,tolong dong kalau memang mau anda ganggu minimal kabarin ke langgan nya biar semua langgan tau kalau memang ke depan ganggu resah tunggu ber jam jam,01/11/2023,0.001256554,0
"Bagus, pengajuan bantuan direspon cepat",5,1,bagus aju bantu direspon cepat,29/09/2023,0.9981094,1
Yg penting jgn lelet krn sdh bayar,4,0,yang penting jangan lelet karena sudah bayar,14/10/2023,0.054832723,0
"Agar ditingkatkan aja jaringannya keseringan maintenance, jadi agak lelet pelayanan, saya mau ubah pin wifi aja susah, lelet sekali buka apknya, dan selalu jawabannya sedang error atau baru pwningkatan layanan",4,0,agar tingkat saja jaring sering maintenance jadi agak lelet layan saya mau ubah pin wifi saja susah lelet sekali buka apknya dan selalu jawab sedang error atau baru pwningkatan layan,02/12/2023,0.000609394,0
Good,5,1,good,20/12/2023,0.9959047,1
Ok,5,1,ok,04/10/2023,0.9959974,1
Kadang msh sering gangguan itu yg hrs kbh di tingkatkan,1,0,kadang masih sering ganggu itu yang harus kbh di tingkat,18/01/2024,0.007664086,0
"Makin ke depan nya makin parah ini INDIEHOME... Selalu telat ngaktifkan paket SMOOA kita... Kita telat 1 jam bayar tagihan INDIEHOME nya langsung di denda 50rb... Lah giliran INDIEHOME nya telat ngaktifkan paket SMOOA kita, ada aja alasan nya yg ada kendala lah, yg ada gangguan lah, yg ini lah, yg itu lah... Parah nya lagi sekali kita mau ngajukan aduan di layanan gangguan, selalu aja itu ada gangguan... Parah benar dah indiehome...🤦",2,0,makin ke depan nya makin parah ini indiehome selalu telat ngaktifkan paket smooa kita kita telat jam bayar tagih indiehome nya langsung di denda ribu lah gilir indiehome nya telat ngaktifkan paket smooa kita ada saja alas nya yang ada kendala lah yang ada ganggu lah yang ini lah yang itu lah parah nya lagi sekali kita mau ngajukan adu di layan ganggu selalu saja itu ada ganggu parah benar deh indiehome ,22/10/2023,0.004223285,0
Aplikasi taikk,1,0,aplikasi taik,12/12/2023,0.109731875,0
Sangat cepat,3,1,sangat cepat,21/10/2023,0.9961787,1
Hampir ga pernah error,5,1,hampir enggak pernah error,20/01/2024,0.26057854,0
Layanan buruk sekali,1,0,layan buruk sekali,13/11/2023,0.005335302,0
"Kok sekarang telat bayar sehari ada denda, tapi internet dimatikan. Kalo dikenakan denda internet jangan mati dong!!! TO*OL",1,0,kok sekarang telat bayar hari ada denda tapi internet mati kalo kena denda internet jangan mati dong tapi ol,21/01/2024,0.003762841,0
Paket 50 mbps speed download 50mbps tapi speed upload nya gak sampai 20 mbps 😔,3,0,paket mbps speed download mbps tapi speed upload nya enggak sampai mbps ,30/10/2023,0.068890244,0
Kecepatan mbps kurang stabil,4,1,cepat mbps kurang stabil,31/10/2023,0.96109205,1
Pelayanan terbaik dqn memuaskan,5,1,layan baik dqn muas,29/12/2023,0.9970053,1
Indihome sangat bagus tingkatkan,5,1,indihome sangat bagus tingkat,24/01/2024,0.9975399,1
Good,4,1,good,31/10/2023,0.9959047,1
Bagus,5,1,bagus,20/11/2023,0.9971563,1
Ok,5,1,ok,16/12/2023,0.9959974,1
Tidak bisa dibuka,3,0,tidak bisa buka,24/11/2023,0.018174484,0
Okeeee,4,1,oke,11/11/2023,0.99427706,1
Menarik,5,1,tarik,10/01/2024,0.98671657,1
Ok,5,1,ok,06/10/2023,0.9959974,1
"Aplikasi nya tidak bisa masuk dev,,keluar sendiri dev,mohon perbaiki dg baik ..makasih",4,0,aplikasi nya tidak bisa masuk dev keluar sendiri dev mohon baik dengan baik terima kasih,26/11/2023,0.001614047,0
"mau berenti langganan tv lewat aplikasi tapi di menu bantuan gak ada indita, bingung jadinua",3,0,mau renti langgan tv lewat aplikasi tapi di menu bantu enggak ada indita bingung jadinua,06/11/2023,0.03000742,0
Bagus,5,1,bagus,10/01/2024,0.9971563,1
Aplikasi ny lemot banget berat ..,1,0,aplikasi nya lemot banget berat ,21/10/2023,0.004249693,0
IndiHome paling Baik,5,1,indihome paling baik,11/10/2023,0.9600142,1
Baik,5,1,baik,26/01/2024,0.98237866,1
"Aplikasi terparah sepanjang masa, sering dapat peringatan dari sistem ponselnya, bahwa aplikasinya sering crash dan menyebabkan ponsel berjalan kurang lancar. Sudah sering saya kirimkan screenshotnya ke CS myindihome tapi tidak ada respon.",1,0,aplikasi parah panjang masa sering dapat ingat dari sistem ponselnya bahwa aplikasi sering crash dan sebab ponsel jalan kurang lancar sudah sering saya kirim screenshotnya ke cs myindihome tapi tidak ada respon ,08/01/2024,0.000663337,0
"Sejauh ini pelayanan indihome yg terbaik mulai dari ada gangguan internet langsung teratasi dg baik, respon cepat, pembayaran wifi mudah, teknisi juga ramah. Kecepatan stabil. Semoga tetap seperti ini bisa memudahkan konsumen.",5,1,jauh ini layan indihome yang baik mulai dari ada ganggu internet langsung atas dengan baik respon cepat bayar wifi mudah teknisi juga ramah cepat stabil moga tetap seperti ini bisa mudah konsumen ,19/12/2023,0.99909544,1
Aplikasi minta di upgrade mulu heran,1,0,aplikasi minta di upgrade mulu heran,22/09/2023,0.002677082,0
Bisa,5,1,bisa,26/09/2023,0.7610187,1
"Pelayanan bagus, quick action. Memberikan solusi dalam setiap kendala pelanggan, semakin ditingkatkan lagi kualitasnya.",5,1,layan bagus quick action beri solusi dalam tiap kendala langgan makin tingkat lagi kualitas ,07/12/2023,0.998799,1
gajelas lama2 apknya,1,0,enggak jelas lama apknya,21/10/2023,0.014618356,0
Manfaatnya jelas,4,1,manfaat jelas,06/11/2023,0.90800744,1
Mantap,5,1,mantap,24/01/2024,0.9967573,1
Ganti sandi lewat sini . Udah bener pas di putus koneksi mo nyambung in WiFi sandi ga cocok . Pake sandi lama jg ga bisa .. .jd gimana coba . Minta tolong ke yg pasang jg ga di respon,1,0,ganti sandi lewat sini sudah benar pas di putus koneksi mau sambung ini wifi sandi enggak cocok pakai sandi lama juga enggak bisa jadi bagaimana coba minta tolong ke yang pasang juga enggak di respon,10/11/2023,0.004904649,0
Oce sipppp mantabs,5,1,oce sip mantab,08/11/2023,0.99803805,1
Oke,5,1,oke,03/01/2024,0.99427706,1
Seratus buat indihome,5,1,ratus buat indihome,28/10/2023,0.9685722,1
Buruk,1,0,buruk,25/10/2023,0.010248641,0
Penyelesaian gangguan cepat & efektif,5,1,selesai ganggu cepat efektif,18/01/2024,0.9925515,1
Ok,5,1,ok,17/01/2024,0.9959974,1
"Setiap hbs masuk keterangan sesi habis, kirim notifikasi poting pulsa regular. Curang bgt...",1,0,tiap habis masuk terang sesi habis kirim notifikasi poting pulsa regular curang banget ,17/02/2024,0.001502942,0
Mantaf,5,1,mantaf,05/11/2023,0.98330796,1
Ok banget,5,1,ok banget,26/10/2023,0.99552363,1
Aneh,1,0,aneh,31/01/2024,0.2098422,0
"Aplikasi yg membagongkan,jaringan lelet sering mati hidup sendiri jaringan nya",1,0,aplikasi yang bagong jaring lelet sering mati hidup sendiri jaring nya,25/09/2023,0.002050328,0
Sudah bagus sih aplikasinya. Bisa ngecek tagihan tiap bulan. Tapi aplikasinya loading lambat banget,2,0,sudah bagus sih aplikasi bisa ecek tagih tiap bulan tapi aplikasi loading lambat banget,14/01/2024,0.011845583,0
Baguss,5,1,bagus,24/10/2023,0.9971563,1
"Pelayanan sangat baik tangkas cepat akurat, ditangani oleh ahlinya ahli",5,1,layan sangat baik tangkas cepat akurat tangan oleh ahli ahli,13/10/2023,0.9968872,1
Jaringan ok,5,1,jaring ok,23/09/2023,0.98904186,1
