content,score,label,preprocessed_content
"sangat puas, dengan layanan indihome",5,1,sangat puas dengan layan indihome
"versi baru banyak bug, aplikasi berjalan lambat",1,0,versi baru banyak bug aplikasi jalan lambat
Sangat membantu,5,1,sangat bantu
"Kenapa aplikasi my indihome sangat buruk, dan lemot untuk di buka, fitur yg sangat sedikit, tidak ada fitur hubungi CS, padahal perusahaan BUMN di bidang IT yg seharusnya mencerminkan, keunggulan di bidang IT.",1,0,kenapa aplikasi my indihome sangat buruk dan lemot untuk di buka fitur yang sangat sedikit tidak ada fitur hubung cs padahal usaha bumn di bidang itu yang harus cermin unggul di bidang itu 
"Menyebalkan... Logout sendiri, reset password, muncul pesan sdh pernah di gunakan, capek akhirnya uninstall saja",1,0,sebal logout sendiri reset password muncul pesan sudah pernah di guna capek akhir uninstal saja
"Mohon perbaikan terhadap bug di aplikasi, agar lancar dalam penggunaan,error http 504 gateway",5,0,mohon baik hadap bug di aplikasi agar lancar dalam guna error http gateway
Top,5,1,top
udah bayar tapi kenapa keterangan nya belum terbayar,1,0,sudah bayar tapi kenapa terang nya belum bayar
"Klo sudah tidak bisa kelola perusahaan mending tutup, jangan masyarakat jdi korban,, telat bayar di matikan,, cbak gangguan teknisi lama datang,, klo gangguang /jam si ok ok aj,, ini dri jam 3sore smpek jam 7 blum ada teknisi datang",1,0,kalo sudah tidak bisa kelola usaha mending tutup jangan masyarakat jadi korban telat bayar di mati cbak ganggu teknisi lama datang kalo gangguang jam sih ok ok saja ini dari jam sore smpek jam belum ada teknisi datang
Malah tidak bisa di buka,2,0,malah tidak bisa di buka
"jaringan ngelekk, main game online jdi ngelek""an, mikir lgii dehh yg mauu masang indihome asli bikin kesel jaringannya parah leg bgt. tolong diperbaiki jaringannya agar tidak ngelek main game online",1,0,jaring ngelek main game online jadi ngelek an mikir lgi deh yang mau masang indihome asli bikin kesel jaring parah leg banget tolong baik jaring agar tidak ngelek main game online
"Untuk pihak Indihome tolong dong jaringan internetnya segera di perbaiki masa sudah berhari-hari gak bisa di pakai,,,kalo urusan pembayaran harus tepat waktu tapi waktu giliran error penanganannya lelet banget,,SANGAT KECEWA",3,0,untuk pihak indihome tolong dong jaring internetnya segera di baik masa sudah hari hari enggak bisa di pakai kalo urus bayar harus tepat waktu tapi waktu gilir error tangan lelet banget sangat kecewa
Indihome jelek sekali pelayanan nya,1,0,indihome jelek sekali layan nya
Tagihan semakin naik biayanya,1,0,tagih makin naik biaya
"Bagus,internet lancar program banyak",5,1,bagus internet lancar program banyak
Sering buferring,4,0,sering buferring
Aplikasi bapuk,1,0,aplikasi bapuk
Tidak bisa di jalankan Force close mulu,1,0,tidak bisa di jalan force close mulu
Apk yg sangat BERATTT. Lemot bangett,1,0,apk yang sangat berat lemot banget
"Tiba2 keluar kehed emang, Login lagi keluar mulu",1,0,tiba keluar kehed memang login lagi keluar mulu
"Paket murah, minim gangguan jaringan dan keluhan respon cepat di tanggapi.",5,1,paket murah minim ganggu jaring dan keluh respon cepat di tanggap 
"Stabil, cuma sayang paket pelanggan lama lebih mahal dari paket pemasangan yang baru",5,1,stabil cuma sayang paket langgan lama lebih mahal dari paket pasang yang baru
Mantapsss,5,1,mantaps
Internet stabil,5,1,internet stabil
Pekerjaan lebih mudah,4,1,kerja lebih mudah
Bagus,5,1,bagus
Cs lambat,1,0,cs lambat
Aplikasi sampah layanan kerusakan sampah sudah di tunggu 3 hari TLP 147 berkali kali beli pulsa. Cuma bilang di tunggu ya tekhnisinya. Dan smpe skrng blm dtng2 tdi habis dari grapari dan di suruh tunggu lagi dan blm dtng2 jga. Kalian bayar pelayanan buat apa ?,1,0,aplikasi sampah layan rusa sampah sudah di tunggu hari telepon kali kali beli pulsa cuma bilang di tunggu ya tekhnisinya dan sampai sekarang belum dtng tadi habis dari grapari dan di suruh tunggu lagi dan belum dtng juga kalian bayar layan buat apa 
Lemotnya minta ampun. Dulu nggak kayak gini.,1,0,lot minta ampun dulu enggak kayak begini 
Sangat baik,5,1,sangat baik
GOOD,5,1,good
Internet selalu ok,5,1,internet selalu ok
Siip,5,1,sip
"Aplikasinya leled, lambat,, jelek, Respon buruk, sering keluar sendiri. BURUKlah",1,0,aplikasi leled lambat jelek respon buruk sering keluar sendiri buruk
"Pas mau masukin kode verifikasi lewat sms belum dikirim sampe kirim ulang juga sama aja..., coba ditambahin metode kirim kode verifikasi email dong..., masa pilihan nya cuma lewat sms sama whatsapp doang...",2,0,pas mau pasuk kode verifikasi lewat sms belum kirim sampai kirim ulang juga sama saja coba ditambahin metode kirim kode verifikasi email dong masa pilih nya cuma lewat sms sama whatsap doang 
"Overall ok, sudah pake 1 tahun cuma ada gangguan 2 hari",5,1,overal ok sudah pakai tahun cuma ada ganggu hari
Aplikasi tdk bisa masuk,1,0,aplikasi tidak bisa masuk
Sangat membantu jika ada keluhan tentang jaringam internet,5,1,sangat bantu jika ada keluh tentang jaringam internet
Aplikasi bobrok sama kek pemerintah nya bobrok. Mau login aja di persulit. Emang kalo punya pemerintah wakanda semua aplikasi nya jelek,1,0,aplikasi bobrok sama kayak perintah nya bobrok mau login saja di sulit memang kalo punya perintah wakanda semua aplikasi nya jelek
"Jijik liat aplikasi nya.. loading yg sangat lambat, lebih kencang jalan kura2 drpda jalan loading nya... Mau apa apa loading nya sangat lambat. Klu gak bisa becus bikin aplikasi lebih baik gak usah bikin aplikasi. Aplikasi nya bikin naik gula darah. Parah",1,0,jijik lihat aplikasi nya loading yang sangat lambat lebih kencang jalan kura drpda jalan loading nya mau apa apa loading nya sangat lambat kalau enggak bisa becus bikin aplikasi lebih baik enggak usah bikin aplikasi aplikasi nya bikin naik gula darah parah
Harry Abdallah sangat di mudahkan untuk layanan Indihome,5,1,harry abdallah sangat di mudah untuk layan indihome
"gmna aplikasi gajelas, cuma daftar akun katanya malah daftar registrasi katanya promo malah byr biaya normal pdhal ga dftr registrasi macem²",1,0,bagaimana aplikasi enggak jelas cuma daftar akun kata malah daftar registrasi kata promo malah byr biaya normal padahal enggak dftr registrasi macam
"Isi Aplikasi bagus tapi waktu di buka lemott sekali, lama koneksi nya sering error ..",1,0,isi aplikasi bagus tapi waktu di buka lemot sekali lama koneksi nya sering error 
Good 👍,5,1,good 
Bagus,5,1,bagus
Baik,5,1,baik
Layanan sangat bagus..... mudah digunakan dan memberikan Edukasi... Terima kasih..,5,1,layan sangat bagus mudah guna dan beri edukasi terima kasih 
Respon perbaikan cepat.,5,1,respon baik cepat 
"Alhamdulillah sudah lama pake IndiHome sampe sekarang dan ng akan pindah kelain hati lagi, super cepat walapun paket murah dan ng ada kendala apapun.",5,1,alhamdulillah sudah lama pakai indihome sampai sekarang dan ng akan pindah lain hati lagi super cepat walapun paket murah dan ng ada kendala apa 
Sangat membantu,5,1,sangat bantu
Kecewa sering crassh ..menu seamless juga gak bisa diaksesssss,1,0,kecewa sering crassh menu seamles juga enggak bisa akses
Layanan sangat memuaskan,5,1,layan sangat muas
Murah dan koneksi stabil,5,1,murah dan koneksi stabil
Internet saya tidak bisa connect. Sudah lapor tidak ada tanggapan malah ditulis sudah selesai. Mengecewakan dan parah abis,1,0,internet saya tidak bisa connect sudah lapor tidak ada tanggap malah tulis sudah selesai kecewa dan parah habis
Jaringan lemot banyak gangguan. Bayar gak boleh lewat jatuh tempo didenda. Sedangkan kualitas jaringan internet anda buruk. Cuma bisa minta maaf,1,0,jaring lemot banyak ganggu bayar enggak boleh lewat jatuh tempo denda sedang kualitas jaring internet anda buruk cuma bisa minta maaf
Sangat memudahkan para pelanggan untuk melakukakan pengecekan tagihan indihome,5,1,sangat mudah para langgan untuk melakukakan kece tagih indihome
"Maaf min, mau log in aja susahnya minta ampun Di tap tap ngga bisa, tlg di perbaiki lg min",1,0,maaf min mau log ini saja susah minta ampun di tap tap enggak bisa tolong di baik lagi min
Klo ada gangguan mudah dan cepat,5,1,kalo ada ganggu mudah dan cepat
"Tingkatkan Layanan, Harga Minim Pelayanan Maksimal",5,1,tingkat layan harga minim layan maksimal
Jaringan sangat stabil dan bermanfaat,5,1,jaring sangat stabil dan manfaat
Gk lelet,5,1,enggak lelet
"indihome di rumah saya tidak terjangkau, padahal cuman 700meter ke rumah saya",1,0,indihome di rumah saya tidak jangkau padahal cuman meter ke rumah saya
Ok banget,4,1,ok banget
Perbaiki jaringan Kelen Indihome jangan sering sering jaringan ilang tiba tiba.....lama lama kyak gini bakal pindah saya ke lain....jgan mau ny pembayaran nya aja tapi kualitas nya tidak terjaga .,1,0,baik jaring kelen indihome jangan sering sering jaring hilang tiba tiba lama lama kayak begini bakal pindah saya ke lain jangan mau nya bayar nya saja tapi kualitas nya tidak jaga 
Respon cepat jika terjadi gangguan,5,1,respon cepat jika jadi ganggu
"G tau ini app makin lama makin lambat, dan skrg g bisa dibuka, auto close tanpa ada notif apapun",3,0,enggak tau ini ap makin lama makin lambat dan sekarang enggak bisa buka auto close tanpa ada notif apa
"Perbaikan lama,gampang mati internetnya. Tidak memuaskan",1,0,baik lama gampang mati internetnya tidak muas
Aplikasi macet selalu force close,1,0,aplikasi macet selalu force close
Good,5,1,good
jaringan stabil mantap,5,1,jaring stabil mantap
Di Update tambah buruk. Hadehh... Tolong di maksimalkan lagi. Masak dibuat buka Spees tes ga bisa kebuka huh....,1,0,di update tambah buruk hadeh tolong di maksimal lagi masak buat buka spees tes enggak bisa buka huh 
"Jelek sekali, minta ganti password, tetapi berkali-kali ngisi password baru ditolak terus, alasannya password pernah digunakan",1,0,jelek sekali minta ganti password tetapi kali kali ngisi password baru tolak terus alas password pernah guna
Inteernet stabil👍,5,1,inteernet stabil
"Ketika ada gangguan, ada pemberitahuan yang jelas dan estimasi perbaikan, jd lebih nyaman",5,1,ketika ada ganggu ada pemberitahuan yang jelas dan estimasi baik jadi lebih nyaman
Susah banget login ke my indihome. Padahal sebelumnya gampang banget. Sekarang pakek email malah tambah gak bisa masuk gara2 nomer HP saya baru. Dan yang ter tera di my indihome login nomer hp saya yang lama. Payah,5,0,susah banget login ke my indihome padahal belum gampang banget sekarang pakai email malah tambah enggak bisa masuk gara nomer hp saya baru dan yang ter tera di my indihome login nomer hp saya yang lama payah
Mantap sekali,5,1,mantap sekali
Percuma beli mahal-mahal ttp aja sinyal bapuk Mulu,1,0,percuma beli mahal mahal tetap saja sinyal bapuk mulu
Sejauh ini bagus sih,5,1,jauh ini bagus sih
Mantap,5,1,mantap
Ok banget,5,1,ok banget
"Semakin kesini malah semakin berat buka apk nya, coba dibikin ringan buka apk nya. Tolong perhatikan ulasa² separti ini.",3,0,makin kesini malah makin berat buka apk nya coba bikin ringan buka apk nya tolong perhati ulasa separti ini 
Semoga tetap selalu lancar dan bagus layanannya,5,1,moga tetap selalu lancar dan bagus layan
Top markotop sekali sangat memuaskan,5,1,top markotop sekali sangat muas
Stabil internet n respon gangguan cepat....,4,1,stabil internet n respon ganggu cepat 
"Bayar tiap bulan 700 ribu , cuman dapet lemotnya doank, padahal cuman ada 11 hp dirumah , bilangnya dapet 100 Mbps, yang masuk di hp cuman 5mbps, pengen pindah aja ke yang lain",1,0,bayar tiap bulan ribu cuman dapat lot doang padahal cuman ada hp rumah bilang dapat mbps yang masuk di hp cuman mbps pengin pindah saja ke yang lain
Stabil dan hemat,5,1,stabil dan hemat
Mantap,5,1,mantap
"Sangat bermanfaat, dan mudah dalam penggunaan, sehingga jika ada kendala pada jaringan dan peralatan pada roter dll, peroses pelaporan langsung terkirim di tanggapi dan di selesaikan. Walau saat ini sering jaringan terputus dan los. Mungkin karena ada perbaikan.",5,1,sangat manfaat dan mudah dalam guna sehingga jika ada kendala pada jaring dan alat pada roter dl peroses lapor langsung kirim di tanggap dan di selesai walau saat ini sering jaring putus dan los mungkin karena ada baik 
ok,5,1,ok
"Aplikasinya lemot, padahal internet kenceng",1,0,aplikasi lemot padahal internet kencang
Bagus tanggap ramah,5,1,bagus tanggap ramah
tak bisa dipakai,1,0,tak bisa pakai
Kenapa saya tidak bisa login ke app,5,0,kenapa saya tidak bisa login ke ap
sangat berguna sekali...,5,1,sangat guna sekali 
Tiap buka mau login/masuk abis itu macet gabisa diapa²in di s23 ultra,1,0,tiap buka mau login masuk habis itu macet enggak bisa apa di si ultra
Membantu,4,1,bantu
Sangat membantu pekerjaan kami,5,1,sangat bantu kerja kami
Internet stabil .. pokoknya myindihome the best..top,5,1,internet stabil pokok myindihome the best top
Sering terjadi Bareng Internet lambat,3,0,sering jadi bareng internet lambat
Indihome mmng mantul,5,1,indihome mmng mantul
Aplikasi sangat membantu,5,1,aplikasi sangat bantu
muter terus,1,0,muter terus
"Heran sama aplikasi ini,udah aplikasi terbaru bukannya makin baik,malah makin lemmot dan terhenti gak jelas,mohon lah di perbaiki sistemnya,jangan cuma mementingkan cuan,pikirkan juga masukan dari komsumen",1,0,heran sama aplikasi ini sudah aplikasi baru bukan makin baik malah makin lemmot dan henti enggak jelas mohon lah di baik sistem jangan cuma penting cuan pikir juga masuk dari komsumen
"Tolong untuk menu Speed on Demand agar di perbarui, Saya tidak bisa menggunakan fitur menu Speed on Demand untuk upgrade speed.",3,0,tolong untuk menu speed on demand agar di baru saya tidak bisa guna fitur menu speed on demand untuk upgrade speed 
Sebenarnya nggak perlu update jika malah jadi jelek,1,0,benar enggak perlu update jika malah jadi jelek
Saat ingin mengajukan keluhan untuk meminta bantuan memperbaiki kondisi loss selalu tidak bisa dengan alasan peningkatan layanan klo begitu truss kemana saya harus meminta bantuan,1,0,saat ingin aju keluh untuk minta bantu baik kondisi los selalu tidak bisa dengan alas tingkat layan kalo begitu trus mana saya harus minta bantu
Good,5,1,good
Pelayanannya sangat baik....dari awal pemasangan saya cukup puas dengan jaringan....dan selalu di infokan juga setiap ada gangguan Dan di setiap ada masalah pun selalu cepat penangannya....bahkan saya mengalami sendir langsung saat teknisi menelpon kalau jaringan internet saya bermasalah....benar benar di luar prediksi saya sebelumnya....terimakasih indihome semoga selalu yang terbaik dalam penyedia layanan internet di daerah saya,5,1,layan sangat baik dari awal pasang saya cukup puas dengan jaring dan selalu di info juga tiap ada ganggu dan di tiap ada masalah pun selalu cepat nang bahkan saya alami sendir langsung saat teknisi telpon kalau jaring internet saya masalah benar benar di luar prediksi saya belum terimakasih indihome moga selalu yang baik dalam sedia layan internet di daerah saya
Recommended Entertainment,5,1,recommended entertainment
Good,5,1,good
Bagus,4,1,bagus
Oke,5,1,oke
BINTANG 1 SAYA PENGGUNA INDIHOME PERBULAN 382 RIBU TAPI PUNYA SINYAL YANG TIDAK BAGUS SETIAP BERMAIN GAME SINYAL LAG,1,0,bintang saya guna indihome bulan ribu tapi punya sinyal yang tidak bagus tiap main game sinyal lag
Internet nya cepat signal nya kuat gak lelet dan biayanya terjangkau... kerennn lah,5,1,internet nya cepat signal nya kuat enggak lelet dan biaya jangkau keren lah
Loading sangat lambat,1,0,loading sangat lambat
Ok,5,1,ok
Jaringan lag mending pake provider lain saran aja jangan sampe nyesel udh pasang,1,0,jaring lag mending pakai provider lain saran saja jangan sampai sesal sudah pasang
Teknisi nya langsung gerak cepat ketika terjadi gangguan akses internet yang terpasang dirumah,5,1,teknisi nya langsung gerak cepat ketika jadi ganggu akses internet yang pasang rumah
Oke,5,1,oke
Ancuuurrrrrrrr,1,0,ancuuur
Mau masuk susah padahal sudah update apk,2,0,mau masuk susah padahal sudah update apk
Josss,5,1,jos
Lumayan murah,5,1,lumayan murah
Ada aplikasi myIndiHome mempermudah pembayaran sih praktis bayar di rumah pun bisa ga usah ke luar 👍,5,1,ada aplikasi myindihome mudah bayar sih praktis bayar di rumah pun bisa enggak usah ke luar 
Tiap bulan harus login lagi dan load aplikasi lama,4,0,tiap bulan harus login lagi dan load aplikasi lama
"Semenjak pakai apl ini,, bukannya. Membaik malah buruk menyesal pakek apl ini ,, indihome semakin memburuk mulai tiap tgl 20 ,, sudah bayar tagihan rutin ,, bukannya lancar malah buruk jelek ,jaringan internet lemot",2,0,semenjak pakai apl ini bukan baik malah buruk sesal pakai apl ini indihome makin buruk mulai tiap tanggal sudah bayar tagih rutin bukan lancar malah buruk jelek jaring internet lemot
sering ke logout sendiri,1,0,sering ke logout sendiri
"Aplikasi bodoh Verifikasi aja lama banget👎👎 Sangat mengecewakan Kecepatan 30mbps bisa2 nya lag buat nge-game Giliran notifikasi tagihan dluan sejak awal bulan, fasilitas nya mengecewakan 🖕🖕🖕🖕",1,0,aplikasi bodoh verifikasi saja lama banget sangat kecewa cepat mbps bisa nya lag buat nge game gilir notifikasi tagih dluan sejak awal bulan fasilitas nya kecewa 
Aplikasi paling menjengkelkan !,1,0,aplikasi paling jengkel 
"Indihome nggak jelas pak presiden pak Erik Tohir, mau pindah dipersulit mau berhenti langganan dipersulit, sudah bayar tagihan sampai lunas, masih suruh bayar tagihan yg dibulan tidak dipakai, gimana sih ini pengelola Indihome",1,0,indihome enggak jelas pak presiden pak erik tohir mau pindah sulit mau henti langgan sulit sudah bayar tagih sampai lunas masih suruh bayar tagih yang bulan tidak pakai bagaimana sih ini kelola indihome
"Lama berlangganan, semakin lama semakin bikin kesal........buka aplikasi skrg keskip terus, alasan bag bug bag bug......ribet. Mau ganti vendor lain.....",5,0,lama langgan makin lama makin bikin kesal buka aplikasi sekarang skip terus alas bag bug bag bug ribet mau ganti vendor lain 
"Mau login terus aja muat ulang, muat ulang ampe bulukan. Aplikasinya jelek",1,0,mau login terus saja muat ulang muat ulang sampai bulu aplikasi jelek
LEMOOT,1,0,lemoot
Cukup baik apk nya,4,1,cukup baik apk nya
Oke bos,4,1,oke bos
"Sampe sekarang blm juga diperbaiki, aplikasi gak bisa dibuka.",1,0,sampai sekarang belum juga baik aplikasi enggak bisa buka 
Memudahkan,5,1,mudah
"Jelek sekali , lambat, gangguan terus, tiap hari perbaikan Mulu.",1,0,jelek sekali lambat ganggu terus tiap hari baik mulu 
Mantap jaringan nya,5,1,mantap jaring nya
Pelayanan yang luar biasa,5,1,layan yang luar biasa
Good,5,1,good
peecuma paket sama tv tapi sekarang malah ga bisa di tonton tv nya harus pake STB sekarang mah,1,0,peecuma paket sama tv tapi sekarang malah enggak bisa di tonton tv nya harus pakai stb sekarang mah
"Bodo kek babi, ngelek terus tiap hari gada berubah² nya TOLOL",1,0,bodo kayak babi ngelek terus tiap hari enggak ada ubah nya tolol
SINYAL ANEH MAIN ML NGELAG BANGET PING NAIK TURUN,1,0,sinyal aneh main ml ngelag banget ping naik turun
Sampai dgn saat ini kami cukup puas dgn pelayanan ini,5,1,sampai dengan saat ini kami cukup puas dengan layan ini
"Aplikasi lemot, not responding terus",1,0,aplikasi lemot not responding terus
Aku kasih *** 3 karna aku baru di indihime,3,0,aku kasih  karena aku baru di indihime
"App slow respon, lemot...",1,0,ap slow respon lemot 
mantap tapi kadang-kadang tidak stabil koneksinya,5,1,mantap tapi kadang kadang tidak stabil koneksi
Membantu utk mengetahui posisi pemakaian dan tagihan yg muncul dan tagihan yg sudah dibayar. Sangat membantu sekali. Good lah pokok nya.,5,1,bantu untuk tahu posisi pakai dan tagih yang muncul dan tagih yang sudah bayar sangat bantu sekali good lah pokok nya 
Aplikasi....Sudah lebih baik. Tetap tingkatkan.. 👍,5,1,aplikasi sudah lebih baik tetap tingkat 
Bagus,5,1,bagus
Pelayanan Prima,5,1,layan prima
Kami sangat puas,5,1,kami sangat puas
Mantap 👍👍👍,5,1,mantap 
"Mohon di perbaiki, aplikasi close sendiri sekarang klau di pakai, cba di cek dan di update, saya pakai samsung a52 s",4,0,mohon di baik aplikasi close sendiri sekarang kalau di pakai coba di cek dan di update saya pakai samsung a si
kenapa mau upgrade speed via myindihome susahnyaaaaaa,2,0,kenapa mau upgrade speed via myindihome susah
Jaringan stabil,5,1,jaring stabil
Akun malah ke blokir pula,1,0,akun malah ke blokir pula
Kadang suka error saat refresh aplikasi nya,2,0,kadang suka error saat refresh aplikasi nya
Internetnya stabil dan Pelayanan memuaskan,5,1,internetnya stabil dan layan muas
Lemotnya kebangetan. Dan sering keluar aplikasi sendiri!!! Payaahhhh!!!,1,0,lot banget dan sering keluar aplikasi sendiri payaah 
Bagus,5,1,bagus
Tidak ada gangguan dan internet stabil,5,1,tidak ada ganggu dan internet stabil
Membantu,5,1,bantu
Mudah dipakai... Kecepatan lumayan baik sesuai dgn paketnya,5,1,mudah pakai cepat lumayan baik sesuai dengan paket
Oke......,5,1,oke 
Kecepatan sering down,4,1,cepat sering down
"Susah sekali daftar, loading melulu, muat ulang lah, alah gajelas.",1,0,susah sekali daftar loading melulu muat ulang lah alah enggak jelas 
Sangat membantu tetapi setelah updet kini malah gak bisa . Slalu open clos terus gak bisa di pake tolong dong di benahi segera,5,0,sangat bantu tetapi telah updet kini malah enggak bisa selalu open clos terus enggak bisa di pakai tolong dong di benah segera
"Tolong lah Dari awal saya pasang WiFi udh 1 tahun lebih ini aplikasi kok nglag terus, masa perbaikan sampe berbulan2 si aneh banget, niat memperbaiki kaga sii⁉️",1,0,tolong lah dari awal saya pasang wifi sudah tahun lebih ini aplikasi kok nglag terus masa baik sampai bulan sih aneh banget niat baik kagak sih
Bagus,4,1,bagus
Ada gangguan langsung gercep dilakukan perbaikan.trma kasih myindihome,5,1,ada ganggu langsung gercep laku baik trma kasih myindihome
"aplikasi sama jaringan internet sama"" ngelag!!",1,0,aplikasi sama jaring internet sama ngelag 
"Aplikasi membosankan,,mau minta downgrade banyak alasan. Sama juga dengan instagram ama facebook mereka,pelayanannya sangat tidak memuaskan.",1,0,aplikasi bosan mau minta downgrade banyak alas sama juga dengan instagram sama facebook mereka layan sangat tidak muas 
Saya kasih bintang 1 biar terus dipantau agar tidak sering gangguan,1,0,saya kasih bintang biar terus pantau agar tidak sering ganggu
My indihome ngaco ngecewaiiiiiiiiiin susah masuk,2,0,my indihome aco ngecewaiiiiiiiiiin susah masuk
Kenapa ya. Aplikasinya penyedia internet tapi kualitasnya seperti ini. Loading forever. Jadi menyulitkan pengguna. Tiap ada update berharap lebih baik tapi ternyata tidak ada perubahan.,2,0,kenapa ya aplikasi sedia internet tapi kualitas seperti ini loading forever jadi sulit guna tiap ada update harap lebih baik tapi nyata tidak ada ubah 
Fast Respon,5,1,fast respon
Semoga semakin terbaik,5,1,moga makin baik
untuk skrg sudah membaik mohon di pertahakan .,5,1,untuk sekarang sudah baik mohon di tahak 
Ganti no pengguna aja susah bgt,1,0,ganti no guna saja susah banget
Is the best,5,1,is the best
Krluhan konsumen gak pernah ada tanggapan Tiba-tiba keluhan sdh selesai tanpa ada konfirmasi ke pelanggan apakah sdh atau belum🤕🤕🤕,5,0,krluhan konsumen enggak pernah ada tanggap tiba tiba keluh sudah selesai tanpa ada konfirmasi ke langgan apakah sudah atau belum
Aplikasi sampah buat bayar tagihan sudah terbayarkan tapi masih aja dibilang belum bayar tagihan. Sampah,1,0,aplikasi sampah buat bayar tagih sudah bayar tapi masih saja bilang belum bayar tagih sampah
Mantabbb,5,1,mantab
mantap pelayanannya terimakasih,5,1,mantap layan terimakasih
Puas dan internet cepat,5,1,puas dan internet cepat
GA BISA MELAKUKAN LAPORAN GANGGUAN,1,0,enggak bisa laku lapor ganggu
"WAW Telkom ini gila banget aplikasinya lelet kenapa, udah wifi trouble aplikasinya juga lelet Masa intansi besar gini ngak ada programer yang top cer",1,0,wow telkom ini gila banget aplikasi lelet kenapa sudah wifi trouble aplikasi juga lelet masa intansi besar begini enggak ada programer yang top cer
Ok .Lh di tahun depan hrs lebih baik lg,5,1,ok boleh di tahun depan harus lebih baik lagi
0h vkkEstimasi sementara yg mau di ajukan źke asuransiñ,3,0,h vkkestimasi sementara yang mau di aju ke asuransi
Mantap memuaskan,5,1,mantap muas
pelayanannya memuaskan,5,1,layan muas
Trima kasih indihome,5,1,terima kasih indihome
Mantap,5,1,mantap
Ribet banget dan banyak bug,1,0,ribet banget dan banyak bug
Sangat membantu dan cepat jika ada gangguan,5,1,sangat bantu dan cepat jika ada ganggu
Mantap,5,1,mantap
Bagussss...,5,1,bagus 
Kalo bisa bintang 0 gua kasih bintang 0,1,0,kalo bisa bintang gua kasih bintang 
Pelayanan untuk menangani gangguan sangat cepat,5,1,layan untuk tangan ganggu sangat cepat
Sangat baik dan banyak hadiahnya,5,1,sangat baik dan banyak hadiah
Saya suka pakek indihome internet stabil,5,1,saya suka pakai indihome internet stabil
"buat login balik ke nomor yg ilang susah, dah opsinya cuman minta kode otp sms, tambahin via email apa..",1,0,buat login balik ke nomor yang hilang susah deh opsi cuman minta kode otp sms tambah via email apa 
Playanan bagus jarang sekali gngguan Sangat membantu yp sayang poin Indihome gk brmamfaat....,5,1,playanan bagus jarang sekali gngguan sangat bantu yp sayang poin indihome enggak brmamfaat 
"Saya sangat puas dengan pelayanan Indihome.Saya pelanggan pertama di daerah saya karena waktu saya instalasi indihome,saya tarik kabel Fiber Optik dari perumahan yang sudah ada.",5,1,saya sangat puas dengan layan indihome saya langgan pertama di daerah saya karena waktu saya instalasi indihome saya tarik kabel fiber optik dari rumah yang sudah ada 
"Bagus, imformatif",4,1,bagus imformatif
Waktu pertama mah bagus tpi makin kesini makin lag idiot,1,0,waktu pertama mah bagus tapi makin kesini makin lag idiot
Apk ndasbedag wifi jelek sampah,1,0,apk ndasbedag wifi jelek sampah
jarang terjdi eror,5,1,jarang terjdi eror
Sejauh ini ok..teknisi juga ramah,5,1,jauh ini ok teknisi juga ramah
Aplikasi penuh bug. Atau mungkin dari sisi servernya yang butuh upgrade. Layanan lelet sekali,2,0,aplikasi penuh bug atau mungkin dari sisi servernya yang butuh upgrade layan lelet sekali
Aplikasi kok bugnya parah anjir.,1,0,aplikasi kok bugnya parah anjir 
Jaya terus makin sukses.. indihome👍👍,5,1,jaya terus makin sukses indihome
"Babi telat bayar 1 hari ,, dendanya 20rb,,, mampus lu gabakalan gua bayar sekalian,,,",1,0,babi telat bayar hari denda ribu mampus lu gabakalan gua bayar sekali 
"Ok, bagus",5,1,ok bagus
Apakah aplikasi myindihome ada bug?karena susah aksesnya,3,0,apakah aplikasi myindihome ada bug karena susah akses
Saya pelanggan indihom kenapa aplikasi ini sering gonta ganti untk masuk aja susah,2,0,saya langgan indihom kenapa aplikasi ini sering gonta ganti untuk masuk saja susah
Terus tingkatkan layanannya brow,5,1,terus tingkat layan brow
"saat dibuka. aplikasi sangat lemot. kenapa,yaa.. . ""Turunin"" lagi...",2,0,saat buka aplikasi sangat lemot kenapa ya turunin lagi 
Mengecewakan stelah berlangganan lama tp dpt pelayanan seperti ini.,1,0,kecewa telah langgan lama tapi dapat layan seperti ini 
Ok,5,1,ok
Siiippp,5,1,siiip
Murah dan cepat pelayanannya,5,1,murah dan cepat layan
sering eror aplikasinya jelek,2,0,sering eror aplikasi jelek
"Indihome mantap,,josss",5,1,indihome mantap jos
Trmksh infihome... Sampai ke pelosok desa pun dapat,5,1,trmksh infihome sampai ke pelosok desa pun dapat
Good,5,1,good
Sangat membantu,5,1,sangat bantu
Internet Oke,5,1,internet oke
Cukup membantu,4,1,cukup bantu
"Kecewa ama sinyal indihome saya pasang dibarat dan ditimur sinyal selalu jelek dan loading padahal saya cuman ber3 dan 20 mbps, makin parah indihome sinyal gak ada sering loading, tgihan tepat waktu",1,0,kecewa sama sinyal indihome saya pasang barat dan timur sinyal selalu jelek dan loading padahal saya cuman ber dan mbps makin parah indihome sinyal enggak ada sering loading tgihan tepat waktu
Mau register paket aja susah amat aplikasinya ... Loading melulu,1,0,mau register paket saja susah amat aplikasi loading melulu
"Aplikasi sering keluar sendiri, payah payah payah",2,0,aplikasi sering keluar sendiri payah payah payah
Sangat membantu,5,1,sangat bantu
Kok aplikasinya d bukak kok forclose,2,0,kok aplikasi di buka kok forclose
